4.070000000000000000e+02,1.150000000000000000e+02
4.370000000000000000e+02,9.400000000000000000e+01
5.270000000000000000e+02,1.120000000000000000e+02
6.310000000000000000e+02,1.030000000000000000e+02
5.890000000000000000e+02,1.260000000000000000e+02
7.040000000000000000e+02,1.570000000000000000e+02
8.350000000000000000e+02,2.000000000000000000e+02
7.670000000000000000e+02,1.330000000000000000e+02
6.850000000000000000e+02,1.650000000000000000e+02
8.960000000000000000e+02,1.940000000000000000e+02
1.026000000000000000e+03,1.970000000000000000e+02
1.090000000000000000e+03,2.180000000000000000e+02
1.044000000000000000e+03,2.440000000000000000e+02
1.230000000000000000e+03,2.190000000000000000e+02
1.153000000000000000e+03,2.860000000000000000e+02
1.284000000000000000e+03,2.490000000000000000e+02
1.472000000000000000e+03,2.860000000000000000e+02
1.499000000000000000e+03,3.270000000000000000e+02
1.350000000000000000e+03,3.500000000000000000e+02
1.687000000000000000e+03,3.660000000000000000e+02
1.937000000000000000e+03,3.940000000000000000e+02
1.390000000000000000e+03,4.040000000000000000e+02
2.027000000000000000e+03,3.820000000000000000e+02
1.813000000000000000e+03,5.130000000000000000e+02
2.094000000000000000e+03,3.880000000000000000e+02
2.032000000000000000e+03,4.510000000000000000e+02
1.850000000000000000e+03,3.880000000000000000e+02
2.174000000000000000e+03,4.040000000000000000e+02
1.683000000000000000e+03,4.220000000000000000e+02
1.781000000000000000e+03,3.560000000000000000e+02
1.541000000000000000e+03,3.650000000000000000e+02
1.916000000000000000e+03,2.780000000000000000e+02
1.575000000000000000e+03,3.350000000000000000e+02
1.506000000000000000e+03,2.770000000000000000e+02
1.701000000000000000e+03,2.840000000000000000e+02
1.763000000000000000e+03,2.840000000000000000e+02
1.522000000000000000e+03,2.630000000000000000e+02
1.110000000000000000e+03,2.900000000000000000e+02
1.249000000000000000e+03,2.390000000000000000e+02
1.222000000000000000e+03,2.220000000000000000e+02
1.482000000000000000e+03,2.720000000000000000e+02
9.610000000000000000e+02,1.760000000000000000e+02
1.444000000000000000e+03,2.700000000000000000e+02
1.414000000000000000e+03,2.140000000000000000e+02
1.364000000000000000e+03,2.270000000000000000e+02
1.392000000000000000e+03,2.430000000000000000e+02
1.601000000000000000e+03,2.050000000000000000e+02
1.152000000000000000e+03,2.090000000000000000e+02
1.533000000000000000e+03,2.310000000000000000e+02
1.304000000000000000e+03,2.510000000000000000e+02
1.479000000000000000e+03,2.350000000000000000e+02
1.489000000000000000e+03,2.260000000000000000e+02
1.325000000000000000e+03,2.540000000000000000e+02
1.334000000000000000e+03,2.750000000000000000e+02
1.571000000000000000e+03,2.580000000000000000e+02
1.466000000000000000e+03,2.440000000000000000e+02
1.671000000000000000e+03,2.890000000000000000e+02
1.481000000000000000e+03,3.010000000000000000e+02
1.901000000000000000e+03,2.610000000000000000e+02
1.738000000000000000e+03,2.320000000000000000e+02
1.873000000000000000e+03,3.010000000000000000e+02
1.540000000000000000e+03,2.860000000000000000e+02
1.989000000000000000e+03,3.520000000000000000e+02
1.641000000000000000e+03,2.560000000000000000e+02
1.737000000000000000e+03,2.680000000000000000e+02
1.540000000000000000e+03,2.780000000000000000e+02
1.287000000000000000e+03,2.880000000000000000e+02
1.251000000000000000e+03,2.540000000000000000e+02
1.540000000000000000e+03,2.980000000000000000e+02
1.403000000000000000e+03,3.090000000000000000e+02
1.117000000000000000e+03,2.830000000000000000e+02
1.115000000000000000e+03,2.350000000000000000e+02
1.010000000000000000e+03,2.010000000000000000e+02
1.072000000000000000e+03,3.030000000000000000e+02
9.220000000000000000e+02,1.830000000000000000e+02
1.000000000000000000e+03,2.600000000000000000e+02
9.250000000000000000e+02,1.740000000000000000e+02
9.710000000000000000e+02,1.930000000000000000e+02
7.790000000000000000e+02,2.190000000000000000e+02
7.320000000000000000e+02,1.650000000000000000e+02
7.340000000000000000e+02,1.980000000000000000e+02
8.320000000000000000e+02,1.570000000000000000e+02
7.930000000000000000e+02,1.580000000000000000e+02
6.220000000000000000e+02,1.730000000000000000e+02
5.210000000000000000e+02,1.090000000000000000e+02
5.260000000000000000e+02,1.100000000000000000e+02
5.500000000000000000e+02,1.170000000000000000e+02
5.630000000000000000e+02,1.120000000000000000e+02
5.020000000000000000e+02,1.200000000000000000e+02
4.550000000000000000e+02,1.010000000000000000e+02
